timestamp,ativo,tipo_evento,resultado_da_batalha,descricao,delta,volume_total,multi_tf,historical_confidence,ai_analysis
2025-09-14T11:16:02-04:00,BTCUSDT,OrderBook,Alerta de Liquidez,"PAREDE DE COMPRA: 5.96 @ $115,354.44 (limite: 2.50) | PAREDE DE VENDA: 8.03 @ $115,354.45 (limite: 2.50)",0,0,{},{},"📊 **Parecer Institucional – BTCUSDT | OrderBook (Parede de Compra x Parede de Venda)**

---

### 1. **Interpretação Técnica (Fluxo/Tendência)**

Atualmente, o **BTCUSDT** apresenta uma configuração de **Parede de Compra vs. Parede de Venda** extremamente próxima no preço:

- **Parede de Compra**: 5.96 BTC @ $115,354.44  
- **Parede de Venda**: 8.03 BTC @ $115,354.45  
- **Delta = 0**, **Volume = 0**, **Preço = 0** (indicando ausência de fluxo real no momento)

Essa configuração sugere um **empate técnico de alta magnitude** entre grandes players (provavelmente institucionais), posicionados em lados opostos do livro de ordens. A proximidade dos níveis (diferença de apenas $0.01) indica um **nível de decisão crítico**.

---

### 2. **Força Dominante**

Apesar da **parede de venda ser maior em volume (8.03 BTC vs. 5.96 BTC)**, o fato de que há uma **parede de compra posicionada exatamente no tick abaixo** sugere que grandes players estão **defendendo esse nível com ordens de limite**.

Isso pode indicar:
- **Força compradora defensiva** (suporte institucionalizado).
- **Possível setup de reversão ou acumulação**.
- **Ausência de momentum real** no momento (delta e volume zerados).

Portanto, a **força dominante é neutra a levemente compradora**, com players posicionados estrategicamente para proteger ou testar esse nível.

---

### 3. **Expectativa (Curto/Médio Prazo)**

**Curto prazo (horas/dias):**
- O preço está em **equilíbrio instável**. A quebra de uma das paredes pode desencadear um movimento rápido na direção oposta (liquidação de ordens).
- Se a **parede de compra for absorvida sem rompimento**, isso pode indicar pressão vendedora maior.
- Se a **parede de venda for rejeitada**, pode haver um **pico de momentum comprador**.

**Médio prazo (dias/semana):**
- Este nível pode estar funcionando como **base de acumulação** ou **zona de distribuição**, dependendo do contexto de preço anterior.
- Sem dados de fluxo (delta/v"
2025-09-14T11:17:02-04:00,BTCUSDT,OrderBook,Alerta de Liquidez,"FLUXO: Retirada de 55.5% da liquidez de compra (Bids). | FLUXO: Aumento de 42.3% na liquidez de venda (Asks). | PAREDE DE VENDA: 11.02 @ $115,381.17 (limite: 2.72)",0,0,{},{},"📊 **Parecer Institucional – BTCUSDT | Evento: Retirada de Liquidez de Compra + Aumento de Liquidez de Venda**

---

### 1. **Interpretação Técnica (Fluxo / Tendência)**

O evento detectado revela uma **mudança significativa na dinâmica do livro de ordens** do BTCUSDT:

- **Retirada de 55.5% da liquidez de compra (Bids)** indica que grandes players (provavelmente institucionais) estão **removendo ordens de compra passivas**, o que pode sugerir uma perda de interesse em suportar o preço atual ou uma relocação estratégica de liquidez.
- **Aumento de 42.3% na liquidez de venda (Asks)** sinaliza uma **intenção de pressionar o preço para baixo**, seja para provocar liquidações, testar níveis-chave ou acumular em níveis inferiores.
- A presença de uma **parede de venda de 11.02 BTC @ $115,381.17 (limite: 2.72)** reforça a ideia de que há uma **pressão vendedora concentrada** nesse nível, possivelmente com objetivo de criar uma zona de rejeição de preço.

**Delta e volume zerados** sugerem que o movimento é **preparatório ou passivo**, ou seja, não há execução imediata de ordens, mas sim uma **reconfiguração do livro**. Isso é comum antes de movimentos mais significativos.

---

### 2. **Força Dominante**

🔍 **Força vendedora está dominando o fluxo no momento**, embora de forma passiva. A combinação de:

- Retirada de bids (falta de suporte)
- Aumento de asks (pressão para baixo)
- Paredão de venda posicionado

Indica que **players institucionais estão assumindo posição bearish ou estão testando a estrutura do mercado** para avaliar reação.

---

### 3. **Expectativa (Curto / Médio Prazo)**

🔹 **Curto Prazo (horas):**
- Alta probabilidade de **queda imediata** caso o suporte imediato (abaixo do preço atual) não absorva a pressão.
- Pode haver **liquidação de alavancados** abaixo do nível atual, acelerando o movimento.

🔹 **Médio Prazo (1-3 dias):**
- Se o preço romper estruturas de suporte importantes, pode ocorrer um **reteste de níveis mais"
2025-09-14T12:18:16.063725,BTCUSDT,Absorção,Absorção de Venda,Compradores absorvidos — Δ=1.40,1.4029999999999987,23.721,"{'1m': {'delta': 1.4029999999999991, 'volume': 23.721, 'tendencia': 'Alta'}, '5m': {'delta': 1.4029999999999991, 'volume': 23.721, 'tendencia': 'Alta'}, '15m': {'delta': 1.4029999999999991, 'volume': 23.721, 'tendencia': 'Alta'}, '1h': {'delta': 1.4029999999999991, 'volume': 23.721, 'tendencia': 'Alta'}}","{'long_prob': 0.65, 'short_prob': 0.25, 'neutral_prob': 0.1}","📊 **Parecer Institucional – BTCUSDT | Evento: Absorção (Compradores)**  
📅 Data: 2025-09-14 | Hora: 11:17:03 (Horário do evento mais recente)

---

### 1. **Interpretação Técnica (Fluxo/Tendência)**

O evento atual reflete uma **absorção de compradores**, com **delta positivo de 1.40** e **volume total de 23.721 contratos**, sendo 12.562 comprados e 11.159 vendidos. A absorção indica que os vendedores estão entrando com ordens de liquidez para consumir as ofertas de compra visíveis no livro de ordens, sugerindo uma **pressão vendedora momentânea**, mas **sem reversão clara da tendência de alta**.

A análise **multi-timeframe** (1m, 5m, 15m e 1h) confirma que **todos os prazos estão alinhados na tendência de alta**, com deltas positivos e volumes consistentes. Isso reforça a ideia de que a estrutura de alta ainda está intacta, apesar da absorção momentânea.

---

### 2. **Força Dominante**

- **Compradores**: Ainda dominam o fluxo, como indicado pelo delta positivo em todos os timeframes e pela probabilidade histórica de long (65%).
- **Vendedores**: Mostraram força pontual ao absorver compras, mas sem criar exaustão ou reversão estrutural. A ausência de eventos de exaustão reforça que a venda não é de capitulação.

---

### 3. **Expectativa (Curto/Médio Prazo)**

- **Curto Prazo (1h-4h)**: A tendência de alta permanece válida. A absorção pode ser interpretada como uma **consolidação dentro da estrutura compradora**, com possibilidade de continuidade após teste de suporte imediato.
- **Médio Prazo (4h-24h)**: A manutenção acima do nível atual sugere potencial para nova perna ascendente, especialmente se houver reteste com rejeição no suporte imediato ou formação de padrão de reversão de curto prazo.

---

### 4. **Probabilidade Mais Provável**

Com base no delta positivo, tendências alinhadas e histórico de probabilidade:

- **Long (Compra)**: 65%  
- **Short (Venda)**: 25%  
- **Neutro**:"
2025-09-14T12:19:16.021416,BTCUSDT,Absorção,Absorção de Compra,Vendedores absorvidos — Δ=-6.63,-6.629,17.689,"{'1m': {'delta': -6.629000000000001, 'volume': 17.688999999999997, 'tendencia': 'Baixa'}, '5m': {'delta': -6.629000000000001, 'volume': 17.688999999999997, 'tendencia': 'Baixa'}, '15m': {'delta': -6.629000000000001, 'volume': 17.688999999999997, 'tendencia': 'Baixa'}, '1h': {'delta': -6.629000000000001, 'volume': 17.688999999999997, 'tendencia': 'Baixa'}}","{'long_prob': 0.65, 'short_prob': 0.25, 'neutral_prob': 0.1}","📊 **Parecer Institucional – BTCUSDT | Absorção de Vendedores**  
📅 Data: 2025-09-14 | Horário: 11:18:03 (UTC-4)  
🕒 Período: Curto Prazo  

---

### **1. Interpretação Técnica (Fluxo / Tendência)**

O evento atual reflete uma **absorção de vendedores**, com **delta negativo (-6.63)** e volume total de **17.689 contratos**, sendo **12.159 vendidos** e **5.530 comprados**. Isso indica que os vendedores estão sendo absorvidos por compradores mais fortes, mesmo em um contexto de pressão de venda momentânea.

A análise **multi-timeframe** (1m, 5m, 15m, 1h) confirma uma tendência de **baixa contínua**, com delta negativo consistente e volume moderado. No entanto, a presença de eventos recentes como **absorção de compra (Δ=+10.116)** e **absorção de venda (Δ=+1.403)** sugere uma tentativa de **consolidação ou reversão de curto prazo**.

---

### **2. Força Dominante**

Apesar do delta negativo no evento atual, a **força compradora está dominando o fluxo**, especialmente considerando os eventos recentes de absorção positiva. A absorção de vendedores pode ser interpretada como uma **ação de suporte institucional**, sugerindo que níveis próximos ao preço atual estão sendo vistos como **valor**.

---

### **3. Expectativa (Curto/Médio Prazo)**

**Curto prazo (horas):**  
Possível **rejeição do nível atual** com início de uma reversão de curto prazo. O comportamento de absorção indica que os vendedores estão perdendo força.

**Médio prazo (próximas horas a dias):**  
Se o preço romper acima da média móvel de 15m ou da zona de rejeição recente, pode haver uma correção técnica mais ampla. Ainda assim, o viés geral permanece **cautelosamente neutro a levemente comprado**.

---

### **4. Probabilidade Mais Provável**

Com base na **probabilidade histórica** fornecida (Long=65%, Short=25%, Neutro=10%) e no contexto atual:

- **Cenário mais provável:** **Reversão de curto prazo com"
2025-09-14T11:40:03-04:00,BTCUSDT,Absorção,Absorção de Venda,Compradores absorvidos — Δ=1.85,1.8469999999999995,5.021,"{'1m': {'delta': 1.8470000000000002, 'volume': 5.021, 'tendencia': 'Alta'}, '5m': {'delta': 1.8470000000000002, 'volume': 5.021, 'tendencia': 'Alta'}, '15m': {'delta': 1.8470000000000002, 'volume': 5.021, 'tendencia': 'Alta'}, '1h': {'delta': 1.8470000000000002, 'volume': 5.021, 'tendencia': 'Alta'}}","{'long_prob': 0.65, 'short_prob': 0.25, 'neutral_prob': 0.1}","### 📌 **Parecer Institucional – BTCUSDT | Tipo: Absorção**

---

## 1) **Interpretação (Order Flow e Liquidez)**

O cenário atual revela um **evento de absorção de compradores**, com **Δ = 1.85**, o que indica uma **ação de pressão compradora não acompanhada por movimento de preço sustentado**. Isso sugere que **vendedores profissionais ou market makers estão absorvendo a demanda**, possivelmente para evitar um rompimento imediato.

### Análise do OrderBook:
- **Preço atual**: 115.306,6
- **Imbalance negativo (-0.007)**: Leve desequilíbrio vendedor, mas não significativo.
- **Ratio (1.1307)** e **Pressure (0.0614)**: Indicam **pressão compradora moderada**, mas com liquidez suficiente no book para absorver a pressão sem grandes distorções.
- **Spread mínimo (0.01)**: Alta liquidez imediata, típico de ambiente controlado.
- **Market Impact (Buy)**: Nenhum impacto, sugerindo que a demanda está sendo absorvida.
- **Market Impact (Sell)**: Leve impacto (US$0.01), com **slippage zero**, indicando que ofertas maiores estão sendo colocadas estrategicamente.
- **Alertas**:
  - **Parede de Compra**: 5.50 BTC @ $115.354,80
  - **Parede de Venda**: 4.89 BTC @ $115.354,81  
  → **Zona de confluência crítica**. A proximidade entre oferta e demanda sugere **possível setup de reversão ou falso rompimento**.

### Multi-Timeframes:
- Todos os timeframes (1m, 5m, 15m, 1h) mostram **Δ = 1.85**, **Vol = 5.021**, **Tendência de Alta**.
- Isso reforça a **pressão compradora contínua**, mas **sem rompimento confirmado**.

---

## 2) **Força Dominante**

A força dominante no momento é **compradora**, mas com **alta absorção por vendedores institucionais**. A ausência de movimento de preço proporcional à pressão indica que **a demanda está sendo contida**, possivelmente em preparação para um movimento maior.

---

## 3) **Expectativa (Curto/M"
2025-09-14T11:41:04-04:00,BTCUSDT,Exaustão,Exaustão de Venda,Pico 24.26 > média 5.02,0,24.259999999999998,"{'1m': {'delta': -13.87, 'volume': 24.259999999999998, 'tendencia': 'Baixa'}, '5m': {'delta': -13.87, 'volume': 24.259999999999998, 'tendencia': 'Baixa'}, '15m': {'delta': -13.87, 'volume': 24.259999999999998, 'tendencia': 'Baixa'}, '1h': {'delta': -13.87, 'volume': 24.259999999999998, 'tendencia': 'Baixa'}}","{'long_prob': 0.2, 'short_prob': 0.7, 'neutral_prob': 0.1}","### 📌 **Parecer Institucional – BTCUSDT | Tipo: Exaustão**

---

## 1) **Interpretação (Order Flow e Liquidez)**

**Contexto Geral:**
O ativo BTCUSDT encontra-se em uma **zona de exaustão**, com uma **queda acentuada nos últimos candles** (Δ=-13.87 em todos os timeframes analisados). A volatilidade elevada (Vol=24.26) contrasta com uma média histórica mais baixa (5.02), sugerindo um movimento de aceleração e possível esgotamento da pressão vendedora.

**Order Book:**
- O **imbalance** é positivo (0.0052), mas muito baixo, indicando equilíbrio momentâneo entre ofertantes e demandantes.
- A **pressão compradora** é moderada (0.1271), mas o **ratio de liquidez (1.2913)** sugere que há mais liquidez acumulada no bid do que no ask.
- **Parede de Compra** detectada: 7.54 BTC @ $115,338.57, contrastando com uma **parede de venda** menor: 5.66 BTC @ $115,338.58. Isso indica que **compradores estão defendendo esse nível com ordens de limite**, enquanto vendedores enfrentam maior dificuldade em empurrar o preço para baixo.

**Market Impact:**
- Não há slippage nem impacto de mercado, o que pode sugerir que o **nível está sendo testado com ordens limitadas**, não com market orders agressivas.

**Memória de Eventos:**
- Houve **absorção de venda recente**, com volume moderado (Vol=5.021), o que pode indicar que grandes players estão **limpando o book de ordens vendedoras** antes de um possível movimento de reversão.

---

## 2) **Força Dominante**

- **Força vendedora está em exaustão**, com sinais de **defesa compradora em níveis-chave**.
- A presença de uma **parede de compra maior que a de venda**, combinada com **absorção de ordens vendedoras**, sugere que **compradores institucionais estão começando a entrar no mercado**.
- A **liquidez está sendo reequilibrada**, o que pode ser um precursor de uma reversão de curto prazo.

---

## 3) **Expectativa (Curto/Médio Prazo)**

**Cur"
2025-09-14T11:42:02-04:00,BTCUSDT,OrderBook,Oferta Forte,"Pressão de venda. Imbalance: -64.02%, Ratio: 0.17",0,0,{},"{'long_prob': 0.3, 'short_prob': 0.6, 'neutral_prob': 0.1}","### 📌 **Parecer Institucional – BTCUSDT | OrderBook Analysis**

---

## 1) **Interpretação (Order Flow e Liquidez)**

O atual estado do **OrderBook** revela uma **pressão de venda significativa**, com os seguintes elementos-chave:

- **Imbalance negativo (-64.02%)** e **Ratio de 0.17**, indicando que a liquidez no lado **ask (venda)** é mais de 5x maior do que no lado **bid (compra)**.
- Houve uma **retirada de 63.8% da liquidez de compra (bids)**, o que sugere que grandes players estão removendo suporte abaixo do preço atual.
- Ao mesmo tempo, há um **aumento de 181.3% na liquidez de venda (asks)**, reforçando a intenção de pressionar o preço para baixo.
- A presença de uma **""parede de venda""** de **16.46 BTC @ $115,329.24** indica uma oferta grande e fixa, que pode funcionar como um **nível de rejeição** ou ponto de **liquidação estrutural**.

O **spread está zerado (0.01)**, o que é comum em ativos líquidos como BTC, mas a concentração de liquidez no lado da venda é claramente dominante.

---

## 2) **Força Dominante**

A **força dominante é vendedora**. O fluxo de ordens e a reconfiguração do OrderBook indicam que:

- Há **intenção de vendedores institucionais** em pressionar o preço para baixo.
- A **liquidez compradora foi reduzida**, o que pode indicar que grandes players estão se posicionando para uma possível queda.
- A **liquidez vendedora está crescendo**, sugerindo que o mercado está se preparando para uma possível quebra de suporte ou uma corrida para níveis inferiores.

---

## 3) **Expectativa (Curto/Médio Prazo)**

### Curto Prazo:
- **Continuação da pressão de venda**, com possibilidade de **queda imediata** caso o suporte imediato (abaixo de $115,300) seja rompido.
- O **Market Impact de venda é zero**, o que indica que há liquidez suficiente para empurrar o preço para baixo sem resistência significativa.

### Médio Prazo:
- Se o preço romper **$115,000**, pode buscar níveis de **$11"
2025-09-14T11:43:02-04:00,BTCUSDT,OrderBook,Oferta Forte,"Pressão de venda. Imbalance: -70.17%, Ratio: 0.07",0,0,{},"{'long_prob': 0.3, 'short_prob': 0.6, 'neutral_prob': 0.1}","### 📌 **Parecer Institucional – BTCUSDT | OrderBook (Order Flow & Liquidity Analysis)**

---

## 1) **Interpretação do Order Flow e Liquidez**

- **Imbalance atual**: -70.17%  
  Indica uma **pressão de venda substancial**, com muito mais liquidez no lado das ofertas (asks) do que nas demandas (bids).  
  Isso sugere que **vendedores estão dominando o mercado localmente**.

- **Ratio Bid/Ask**: 0.07  
  Um valor extremamente baixo, reforçando a **falta de suporte comprador** e a **dominância das ordens de venda**.

- **Pressure**: -0.8729  
  Confirma a pressão negativa no livro de ordens, com um desequilíbrio que pode levar a uma **queda de curto prazo** caso não haja intervenção compradora.

- **Profundidade em USD**:
  - Bid: $132,054.15
  - Ask: $1,946,601.26  
  A liquidez de venda é **14.7x maior** que a de compra, reforçando a pressão descendente.

- **Market Impact (Sell)**:
  - Nenhum impacto de slippage, com preço médio e final coincidentes em **$115,299.01**
  - Sinaliza que **vendedores estão colocando ordens de limite com liquidez suficiente**, possivelmente **ordens institucionais ou de grandes players**.

- **Alertas**:
  - **Retirada de 58.8% da liquidez de compra (Bids)**:  
    Pode indicar **remoção estratégica de suporte**, possivelmente para induzir movimento descendente.
  - **Parede de venda**: 16.82 BTC @ $115,299.01  
    Representa uma **barreira institucional** que pode impedir qualquer tentativa de alta imediata.

---

## 2) **Força Dominante**

A **força dominante é claramente vendedora**.  
A combinação de:
- Imbalance negativo acentuado
- Alta liquidez no lado das ofertas
- Retirada de bids
- Parede de venda

Sugere que **grandes players ou market makers estão posicionando o mercado para uma possível queda de curto prazo**.  
Pode haver uma estratégia de **liquidação de posições ou indução de ordens"
2025-09-14T11:44:03-04:00,BTCUSDT,Exaustão,Exaustão de Compra,Pico 17.53 > média 7.32,0,17.526999999999997,"{'1m': {'delta': 10.646999999999998, 'volume': 17.526999999999997, 'tendencia': 'Alta'}, '5m': {'delta': 10.646999999999998, 'volume': 17.526999999999997, 'tendencia': 'Alta'}, '15m': {'delta': 10.646999999999998, 'volume': 17.526999999999997, 'tendencia': 'Alta'}, '1h': {'delta': 10.646999999999998, 'volume': 17.526999999999997, 'tendencia': 'Alta'}}","{'long_prob': 0.2, 'short_prob': 0.7, 'neutral_prob': 0.1}","### 📌 **Parecer Institucional – BTCUSDT | Tipo: Exaustão**

---

## 1) **Interpretação (Order Flow e Liquidez)**

O cenário atual revela sinais claros de **exaustão de vendedores**, com uma **absorção significativa de ordens de venda** nas últimas velas. A presença de um **pico de volume (17.53)** muito superior à média (7.32) indica que uma pressão de venda intensa foi consumida, sugerindo que os grandes players (market makers ou institucionais) estão absorvendo essa liquidez para preparar uma reversão ou sustentação do preço.

No **OrderBook**, observamos:

- **Imbalance negativo (-0.1735)**, indicando que a pressão compradora é maior, embora o spread esteja extremamente apertado (0.01), o que sugere um mercado em consolidação.
- **Aumento de 567.7% na liquidez de compra (Bids)** e **redução de 50.1% na liquidez de venda (Asks)**, reforçando a ideia de exaustão de vendedores.
- **Parede de compra** em **$115,298.99** com volume de **7.52 BTC**, contrastando com uma **parede de venda menor** em **$115,299.00** com **6.66 BTC**, indicando que a liquidez compradora está mais estruturada e defensiva.

Além disso, os **Market Impact Buy e Sell** mostram que **não há slippage**, o que pode indicar que o preço está em um nível de equilíbrio momentâneo, mas com **alta concentração de ordens em níveis específicos**, típico de zonas de controle por grandes players.

---

## 2) **Força Dominante**

A **força compradora está dominando o fluxo**, especialmente após a absorção de grandes volumes de venda nas últimas entradas do OrderBook. Isso sugere que **compradores institucionais estão entrando de forma defensiva**, posicionando-se para um movimento ascendente ou para evitar uma queda adicional.

Apesar da **liquidez Ask ser maior em valor nominal (USD)**, a **concentração de bids em níveis específicos** e o **aumento expressivo na liquidez compradora** indicam que a **pressão compradora é mais estruturada e intencional**.

---

## 3) **Expectativa (Cur"
2025-09-14T11:45:03-04:00,BTCUSDT,Exaustão,Exaustão de Venda,Pico 19.06 > média 9.36,0,19.056,"{'1m': {'delta': -12.538, 'volume': 19.056, 'tendencia': 'Baixa'}, '5m': {'delta': -12.538, 'volume': 19.056, 'tendencia': 'Baixa'}, '15m': {'delta': -12.538, 'volume': 19.056, 'tendencia': 'Baixa'}, '1h': {'delta': -12.538, 'volume': 19.056, 'tendencia': 'Baixa'}}","{'long_prob': 0.2, 'short_prob': 0.7, 'neutral_prob': 0.1}","### 📌 **Parecer Institucional – BTCUSDT | Tipo: Exaustão**

---

## 1) **Interpretação (Order Flow e Liquidez)**

### 📊 **Order Book:**
- O **preço atual** está em **$115.226,50**, com um **spread mínimo de 0,01** (0,0%), o que indica **alta liquidez imediata** e condições ideais de negociação.
- O **imbalance está negativo (-0,3111)**, sugerindo **pressão vendedora ligeiramente maior** no livro de ordens, embora a **pressão geral seja baixa (0,0394)**.
- A **profundidade bid/ask** é elevada (Bid: $956.270 | Ask: $883.687), mostrando **liquidez robusta** nos níveis imediatos.
- **Market Impact** é zero tanto para compra quanto para venda, indicando que **grandes ordens não afetariam significativamente o preço** neste momento.

### 🛑 **Alertas:**
- Há uma **parede de compra** em **$115.289,68** com volume de **8,23 BTC** (limite: 2,70 BTC).
- Uma **parede de venda** está posicionada imediatamente acima, em **$115.289,69**, com **6,45 BTC** (limite: 2,70 BTC).
- Isso sugere uma **zona de congestão** e possivelmente um **nível de rejeição ou reversão**.

### 📈 **Multi-Timeframes:**
- Todos os timeframes (1m, 5m, 15m, 1h) mostram **tendência de baixa**, com **delta negativo (-12.538)** e **volume moderado (19.056 BTC)**.
- A **queda de volume** em relação ao pico (19.06) e a média (9.36) indica **exaustão do movimento vendedor**.

---

## 2) **Força Dominante**

- A **força vendedora está dominante**, mas **perdendo força**. O **volume está abaixo do pico recente**, e há sinais de **exaustão de venda** (confirmado pelo evento de 11:41).
- A presença de **paredes de compra e venda próximas** sugere que o **preço está sendo testado** e que **liquide"
